,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
0,Shot Chart Detail,0021400003,64,204028,Tarik Black,1610612745,Houston Rockets,1,6,55,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,9,1,0
1,Shot Chart Detail,0021400003,435,204028,Tarik Black,1610612745,Houston Rockets,3,3,56,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,1,1,1
2,Shot Chart Detail,0021400012,75,204028,Tarik Black,1610612745,Houston Rockets,1,2,31,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,4,56,1,0
3,Shot Chart Detail,0021400012,159,204028,Tarik Black,1610612745,Houston Rockets,2,4,58,Missed Shot,Jump Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-8,55,1,0
4,Shot Chart Detail,0021400012,270,204028,Tarik Black,1610612745,Houston Rockets,3,5,6,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,1,1,0
5,Shot Chart Detail,0021400012,281,204028,Tarik Black,1610612745,Houston Rockets,3,4,27,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
6,Shot Chart Detail,0021400012,316,204028,Tarik Black,1610612745,Houston Rockets,3,1,2,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,22,1,0
7,Shot Chart Detail,0021400087,27,204028,Tarik Black,1610612745,Houston Rockets,1,8,53,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
8,Shot Chart Detail,0021400087,314,204028,Tarik Black,1610612745,Houston Rockets,3,11,4,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-64,22,1,0
9,Shot Chart Detail,0021400087,329,204028,Tarik Black,1610612745,Houston Rockets,3,9,47,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,0,1,0
10,Shot Chart Detail,0021400117,224,204028,Tarik Black,1610612745,Houston Rockets,2,3,49,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,-2,1,1
11,Shot Chart Detail,0021400117,236,204028,Tarik Black,1610612745,Houston Rockets,2,2,59,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,7,1,1
12,Shot Chart Detail,0021400117,412,204028,Tarik Black,1610612745,Houston Rockets,3,0,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,17,1,1
13,Shot Chart Detail,0021400117,425,204028,Tarik Black,1610612745,Houston Rockets,4,11,18,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,4,1,1
14,Shot Chart Detail,0021400117,435,204028,Tarik Black,1610612745,Houston Rockets,4,9,41,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,0,1,1
15,Shot Chart Detail,0021400117,531,204028,Tarik Black,1610612745,Houston Rockets,4,1,6,Missed Shot,Running Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-13,39,1,0
16,Shot Chart Detail,0021400127,104,204028,Tarik Black,1610612745,Houston Rockets,1,2,27,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,7,1,0
