,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
0,Shot Chart Detail,0021400020,4,200755,JJ Redick,1610612746,Los Angeles Clippers,1,11,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-193,194,1,0
1,Shot Chart Detail,0021400020,32,200755,JJ Redick,1610612746,Los Angeles Clippers,1,8,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-141,217,1,0
2,Shot Chart Detail,0021400020,217,200755,JJ Redick,1610612746,Los Angeles Clippers,2,6,19,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,15,1,0
3,Shot Chart Detail,0021400020,247,200755,JJ Redick,1610612746,Los Angeles Clippers,2,3,0,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-65,55,1,0
4,Shot Chart Detail,0021400020,258,200755,JJ Redick,1610612746,Los Angeles Clippers,2,1,48,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,12,50,1,0
5,Shot Chart Detail,0021400020,291,200755,JJ Redick,1610612746,Los Angeles Clippers,3,10,28,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,15,1,0
6,Shot Chart Detail,0021400020,482,200755,JJ Redick,1610612746,Los Angeles Clippers,4,5,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-98,244,1,0
7,Shot Chart Detail,0021400020,499,200755,JJ Redick,1610612746,Los Angeles Clippers,4,3,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,75,247,1,1
8,Shot Chart Detail,0021400020,530,200755,JJ Redick,1610612746,Los Angeles Clippers,4,1,3,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,247,11,1,0
9,Shot Chart Detail,0021400020,534,200755,JJ Redick,1610612746,Los Angeles Clippers,4,0,43,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,-3,1,0
10,Shot Chart Detail,0021400026,23,200755,JJ Redick,1610612746,Los Angeles Clippers,1,9,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-149,194,1,0
11,Shot Chart Detail,0021400026,42,200755,JJ Redick,1610612746,Los Angeles Clippers,1,7,2,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-122,170,1,1
12,Shot Chart Detail,0021400026,49,200755,JJ Redick,1610612746,Los Angeles Clippers,1,6,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-120,224,1,1
13,Shot Chart Detail,0021400026,61,200755,JJ Redick,1610612746,Los Angeles Clippers,1,5,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,-10,1,1
14,Shot Chart Detail,0021400026,291,200755,JJ Redick,1610612746,Los Angeles Clippers,2,0,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-240,94,1,0
15,Shot Chart Detail,0021400026,327,200755,JJ Redick,1610612746,Los Angeles Clippers,3,9,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-97,246,1,0
16,Shot Chart Detail,0021400026,342,200755,JJ Redick,1610612746,Los Angeles Clippers,3,7,33,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,193,167,1,0
