,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
0,Shot Chart Detail,0021400005,10,2449,Luis Scola,1610612754,Indiana Pacers,1,10,53,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-2,175,1,1
1,Shot Chart Detail,0021400005,44,2449,Luis Scola,1610612754,Indiana Pacers,1,6,58,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
2,Shot Chart Detail,0021400005,60,2449,Luis Scola,1610612754,Indiana Pacers,1,5,26,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,190,80,1,1
3,Shot Chart Detail,0021400005,198,2449,Luis Scola,1610612754,Indiana Pacers,2,7,15,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,1,1,0
4,Shot Chart Detail,0021400005,212,2449,Luis Scola,1610612754,Indiana Pacers,2,5,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,53,194,1,1
5,Shot Chart Detail,0021400005,241,2449,Luis Scola,1610612754,Indiana Pacers,2,3,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-174,-2,1,0
6,Shot Chart Detail,0021400005,287,2449,Luis Scola,1610612754,Indiana Pacers,2,0,50,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,7,1,0
7,Shot Chart Detail,0021400005,313,2449,Luis Scola,1610612754,Indiana Pacers,3,11,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-114,156,1,0
8,Shot Chart Detail,0021400005,343,2449,Luis Scola,1610612754,Indiana Pacers,3,7,47,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,24,213,1,1
9,Shot Chart Detail,0021400021,253,2449,Luis Scola,1610612754,Indiana Pacers,3,10,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-180,33,1,1
10,Shot Chart Detail,0021400021,292,2449,Luis Scola,1610612754,Indiana Pacers,3,6,59,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,56,26,1,0
11,Shot Chart Detail,0021400021,322,2449,Luis Scola,1610612754,Indiana Pacers,3,4,9,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,25,1,0
12,Shot Chart Detail,0021400032,6,2449,Luis Scola,1610612754,Indiana Pacers,1,10,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-109,178,1,0
13,Shot Chart Detail,0021400032,33,2449,Luis Scola,1610612754,Indiana Pacers,1,7,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-19,186,1,1
14,Shot Chart Detail,0021400032,46,2449,Luis Scola,1610612754,Indiana Pacers,1,6,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,78,168,1,0
15,Shot Chart Detail,0021400032,271,2449,Luis Scola,1610612754,Indiana Pacers,3,10,33,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,15,1,1
16,Shot Chart Detail,0021400032,283,2449,Luis Scola,1610612754,Indiana Pacers,3,9,23,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,4,172,1,0
17,Shot Chart Detail,0021400032,348,2449,Luis Scola,1610612754,Indiana Pacers,3,2,30,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,83,58,1,0
