,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
0,Shot Chart Detail,0021400001,2,203076,Anthony Davis,1610612740,New Orleans Pelicans,1,11,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,50,194,1,0
1,Shot Chart Detail,0021400001,7,203076,Anthony Davis,1610612740,New Orleans Pelicans,1,11,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-131,127,1,0
2,Shot Chart Detail,0021400001,25,203076,Anthony Davis,1610612740,New Orleans Pelicans,1,10,29,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
3,Shot Chart Detail,0021400001,40,203076,Anthony Davis,1610612740,New Orleans Pelicans,1,8,24,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-92,137,1,1
4,Shot Chart Detail,0021400001,54,203076,Anthony Davis,1610612740,New Orleans Pelicans,1,6,22,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-5,52,1,0
5,Shot Chart Detail,0021400001,224,203076,Anthony Davis,1610612740,New Orleans Pelicans,2,7,16,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,15,1,0
6,Shot Chart Detail,0021400001,251,203076,Anthony Davis,1610612740,New Orleans Pelicans,2,4,39,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
7,Shot Chart Detail,0021400001,256,203076,Anthony Davis,1610612740,New Orleans Pelicans,2,4,17,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,23,1,1
8,Shot Chart Detail,0021400001,265,203076,Anthony Davis,1610612740,New Orleans Pelicans,2,3,45,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-15,17,1,0
9,Shot Chart Detail,0021400001,270,203076,Anthony Davis,1610612740,New Orleans Pelicans,2,3,11,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,15,1,0
10,Shot Chart Detail,0021400001,272,203076,Anthony Davis,1610612740,New Orleans Pelicans,2,3,10,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,39,-2,1,0
11,Shot Chart Detail,0021400001,314,203076,Anthony Davis,1610612740,New Orleans Pelicans,2,0,2,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
12,Shot Chart Detail,0021400001,323,203076,Anthony Davis,1610612740,New Orleans Pelicans,3,11,31,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,0
13,Shot Chart Detail,0021400001,335,203076,Anthony Davis,1610612740,New Orleans Pelicans,3,10,39,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,22,1,0
14,Shot Chart Detail,0021400001,337,203076,Anthony Davis,1610612740,New Orleans Pelicans,3,10,37,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,1,30,1,1
15,Shot Chart Detail,0021400001,351,203076,Anthony Davis,1610612740,New Orleans Pelicans,3,7,41,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
16,Shot Chart Detail,0021400001,369,203076,Anthony Davis,1610612740,New Orleans Pelicans,3,5,40,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
17,Shot Chart Detail,0021400001,397,203076,Anthony Davis,1610612740,New Orleans Pelicans,3,3,42,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,26,1,0
18,Shot Chart Detail,0021400001,436,203076,Anthony Davis,1610612740,New Orleans Pelicans,3,1,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,26,194,1,1
19,Shot Chart Detail,0021400001,453,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,11,11,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,23,176,1,0
20,Shot Chart Detail,0021400001,547,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,4,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-133,67,1,0
21,Shot Chart Detail,0021400001,557,203076,Anthony Davis,1610612740,New Orleans Pelicans,4,3,48,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
22,Shot Chart Detail,0021400027,2,203076,Anthony Davis,1610612740,New Orleans Pelicans,1,11,45,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
23,Shot Chart Detail,0021400027,19,203076,Anthony Davis,1610612740,New Orleans Pelicans,1,9,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-93,34,1,0
24,Shot Chart Detail,0021400027,56,203076,Anthony Davis,1610612740,New Orleans Pelicans,1,6,38,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,1,1,0
25,Shot Chart Detail,0021400027,61,203076,Anthony Davis,1610612740,New Orleans Pelicans,1,5,39,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,173,26,1,1
26,Shot Chart Detail,0021400027,75,203076,Anthony Davis,1610612740,New Orleans Pelicans,1,4,45,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-30,3,1,0
27,Shot Chart Detail,0021400027,79,203076,Anthony Davis,1610612740,New Orleans Pelicans,1,4,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,-2,1,1
28,Shot Chart Detail,0021400027,92,203076,Anthony Davis,1610612740,New Orleans Pelicans,1,3,32,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,12,47,1,0
29,Shot Chart Detail,0021400027,97,203076,Anthony Davis,1610612740,New Orleans Pelicans,1,3,7,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,3,1,0
30,Shot Chart Detail,0021400027,177,203076,Anthony Davis,1610612740,New Orleans Pelicans,2,9,2,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
31,Shot Chart Detail,0021400027,190,203076,Anthony Davis,1610612740,New Orleans Pelicans,2,7,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-4,159,1,0
