,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
0,Shot Chart Detail,0021400008,3,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,11,22,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-160,113,1,1
1,Shot Chart Detail,0021400008,22,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,8,45,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-169,0,1,0
2,Shot Chart Detail,0021400008,42,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,7,9,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-194,15,1,0
3,Shot Chart Detail,0021400008,83,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,4,9,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,28,63,1,1
4,Shot Chart Detail,0021400008,153,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,9,21,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,95,178,1,0
5,Shot Chart Detail,0021400008,166,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,8,28,Missed Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,26,1,0
6,Shot Chart Detail,0021400008,194,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,7,7,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,7,1,0
7,Shot Chart Detail,0021400008,217,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,5,43,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-146,123,1,0
8,Shot Chart Detail,0021400008,238,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,3,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-164,7,1,0
9,Shot Chart Detail,0021400008,307,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,9,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-202,56,1,0
10,Shot Chart Detail,0021400008,339,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,6,49,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,7,1,1
11,Shot Chart Detail,0021400008,349,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,6,30,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,7,1,1
12,Shot Chart Detail,0021400008,353,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,5,50,Missed Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,17,1,0
13,Shot Chart Detail,0021400008,474,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,5,38,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,0,1,0
14,Shot Chart Detail,0021400008,479,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,5,32,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-116,127,1,0
15,Shot Chart Detail,0021400008,515,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,2,37,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,17,1,0
16,Shot Chart Detail,0021400029,9,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,10,40,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-62,127,1,1
17,Shot Chart Detail,0021400029,18,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,9,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,15,1,1
18,Shot Chart Detail,0021400029,27,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,8,13,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-150,1,1,0
19,Shot Chart Detail,0021400029,49,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,6,2,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-133,99,1,0
20,Shot Chart Detail,0021400029,62,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,5,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-141,96,1,0
21,Shot Chart Detail,0021400029,64,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,5,15,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
22,Shot Chart Detail,0021400029,201,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,5,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-180,-8,1,0
23,Shot Chart Detail,0021400029,282,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,11,45,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-19,137,1,0
24,Shot Chart Detail,0021400029,308,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,9,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,152,61,1,1
25,Shot Chart Detail,0021400029,324,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,7,37,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-155,63,1,1
26,Shot Chart Detail,0021400029,341,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,6,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,12,1,1
27,Shot Chart Detail,0021400029,343,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,5,56,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,173,112,1,1
28,Shot Chart Detail,0021400029,366,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,4,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-119,175,1,1
29,Shot Chart Detail,0021400029,373,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,4,0,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-240,33,1,0
30,Shot Chart Detail,0021400029,496,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,6,15,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,176,-14,1,0
31,Shot Chart Detail,0021400029,516,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,5,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,17,1,0
32,Shot Chart Detail,0021400029,536,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,4,17,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,143,127,1,0
33,Shot Chart Detail,0021400029,544,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,3,11,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,58,52,1,1
34,Shot Chart Detail,0021400040,13,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,10,23,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,65,75,1,1
35,Shot Chart Detail,0021400040,31,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,8,29,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,97,131,1,1
36,Shot Chart Detail,0021400040,33,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,8,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,181,3,1,0
37,Shot Chart Detail,0021400040,51,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,6,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,20,1,0
38,Shot Chart Detail,0021400040,77,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,4,13,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,9,1,0
39,Shot Chart Detail,0021400040,79,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,4,6,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-86,153,1,0
40,Shot Chart Detail,0021400040,120,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,2,23,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
41,Shot Chart Detail,0021400040,123,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,1,42,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,9,189,1,0
42,Shot Chart Detail,0021400040,126,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,1,12,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,176,56,1,1
43,Shot Chart Detail,0021400040,129,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,0,36,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-168,82,1,0
44,Shot Chart Detail,0021400040,323,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,8,21,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,9,1,1
45,Shot Chart Detail,0021400040,330,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,7,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,190,3,1,0
46,Shot Chart Detail,0021400040,338,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,7,16,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-138,115,1,1
47,Shot Chart Detail,0021400040,340,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,6,49,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,9,1,0
48,Shot Chart Detail,0021400040,353,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,6,25,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,32,96,1,1
49,Shot Chart Detail,0021400040,356,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,5,59,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,18,6,1,1
50,Shot Chart Detail,0021400040,456,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,8,15,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-95,0,1,0
51,Shot Chart Detail,0021400040,493,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,5,23,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,236,1,1,1
52,Shot Chart Detail,0021400040,500,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,4,42,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,6,1,0
53,Shot Chart Detail,0021400040,509,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,3,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-153,37,1,1
54,Shot Chart Detail,0021400040,546,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,1,23,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,193,45,1,1
55,Shot Chart Detail,0021400040,557,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,0,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,149,127,1,0
56,Shot Chart Detail,0021400052,37,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,8,54,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,12,19,1,1
57,Shot Chart Detail,0021400052,116,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,1,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,65,189,1,0
58,Shot Chart Detail,0021400052,226,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,4,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-29,0,1,1
59,Shot Chart Detail,0021400052,263,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,1,55,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,13,44,1,0
60,Shot Chart Detail,0021400052,267,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,1,23,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,39,53,1,0
61,Shot Chart Detail,0021400052,279,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,0,44,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,151,12,1,1
62,Shot Chart Detail,0021400052,313,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,9,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,187,6,1,0
63,Shot Chart Detail,0021400052,317,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,9,20,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,0,1,1
64,Shot Chart Detail,0021400052,528,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,3,46,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-8,42,1,0
65,Shot Chart Detail,0021400052,531,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,3,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-142,216,1,0
66,Shot Chart Detail,0021400052,538,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,2,43,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,1,1,0
67,Shot Chart Detail,0021400052,574,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,0,39,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,39,104,1,0
68,Shot Chart Detail,0021400059,15,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,9,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,84,186,1,1
69,Shot Chart Detail,0021400059,20,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,9,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-75,159,1,0
70,Shot Chart Detail,0021400059,32,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,8,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-97,149,1,0
71,Shot Chart Detail,0021400059,56,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,5,44,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,-5,1,0
72,Shot Chart Detail,0021400059,59,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,5,16,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-2,1,0
73,Shot Chart Detail,0021400059,196,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,5,20,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-43,184,1,1
74,Shot Chart Detail,0021400059,199,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,4,55,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-125,11,1,1
75,Shot Chart Detail,0021400059,203,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,4,18,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,113,113,1,0
76,Shot Chart Detail,0021400059,214,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,3,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,151,3,1,0
77,Shot Chart Detail,0021400059,242,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,1,43,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,4,1,1
78,Shot Chart Detail,0021400059,246,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,0,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-101,123,1,0
79,Shot Chart Detail,0021400059,282,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,9,49,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-54,102,1,1
80,Shot Chart Detail,0021400059,305,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,7,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-141,30,1,0
81,Shot Chart Detail,0021400059,315,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,5,58,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,171,22,1,1
82,Shot Chart Detail,0021400059,317,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,5,20,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,7,1,0
83,Shot Chart Detail,0021400059,322,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,4,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,3,1,0
84,Shot Chart Detail,0021400059,326,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,4,1,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
85,Shot Chart Detail,0021400059,350,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,2,41,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-116,6,1,0
86,Shot Chart Detail,0021400059,435,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,8,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-18,184,1,0
87,Shot Chart Detail,0021400059,438,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,8,6,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,-29,146,1,1
88,Shot Chart Detail,0021400059,443,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,7,36,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-119,143,1,0
89,Shot Chart Detail,0021400059,455,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,6,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-191,162,1,0
90,Shot Chart Detail,0021400059,476,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,4,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,18,119,1,0
91,Shot Chart Detail,0021400059,493,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,3,9,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,39,195,1,0
92,Shot Chart Detail,0021400059,510,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,0,33,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
93,Shot Chart Detail,0021400077,10,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,10,53,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,-3,1,0
94,Shot Chart Detail,0021400077,21,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,9,44,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-40,181,1,1
95,Shot Chart Detail,0021400077,33,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,8,27,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-172,61,1,1
96,Shot Chart Detail,0021400077,53,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,5,53,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,174,0,1,0
97,Shot Chart Detail,0021400077,74,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,3,50,Made Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-30,0,1,1
98,Shot Chart Detail,0021400077,205,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,6,53,Made Shot,Running Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
99,Shot Chart Detail,0021400077,218,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,5,37,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
100,Shot Chart Detail,0021400077,322,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,9,58,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-54,108,1,0
101,Shot Chart Detail,0021400077,333,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,9,2,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,0,138,1,1
102,Shot Chart Detail,0021400077,353,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,7,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,42,170,1,0
103,Shot Chart Detail,0021400077,563,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,4,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,102,178,1,0
104,Shot Chart Detail,0021400077,576,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,3,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,9,1,1
105,Shot Chart Detail,0021400077,579,201942,DeMar DeRozan,1610612761,Toronto Raptors,4,3,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,97,165,1,0
106,Shot Chart Detail,0021400093,6,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,11,21,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,152,26,1,0
107,Shot Chart Detail,0021400093,12,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,10,23,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-65,66,1,1
108,Shot Chart Detail,0021400093,22,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,9,43,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-119,74,1,0
109,Shot Chart Detail,0021400093,35,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,8,44,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-147,14,1,1
110,Shot Chart Detail,0021400093,68,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,5,48,Missed Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,20,31,1,0
111,Shot Chart Detail,0021400093,71,201942,DeMar DeRozan,1610612761,Toronto Raptors,1,5,44,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,114,7,1,1
112,Shot Chart Detail,0021400093,226,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,3,45,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-123,11,1,0
113,Shot Chart Detail,0021400093,250,201942,DeMar DeRozan,1610612761,Toronto Raptors,2,1,43,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,103,63,1,1
114,Shot Chart Detail,0021400093,280,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,10,37,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1
115,Shot Chart Detail,0021400093,312,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,8,45,Made Shot,Driving Bank shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,34,12,1,1
116,Shot Chart Detail,0021400093,339,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,6,24,Made Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-24,1,1,1
117,Shot Chart Detail,0021400093,369,201942,DeMar DeRozan,1610612761,Toronto Raptors,3,4,28,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,20,1,1
