,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
0,Shot Chart Detail,0021400003,22,202325,Wesley Johnson,1610612747,Los Angeles Lakers,1,9,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,149,201,1,1
1,Shot Chart Detail,0021400003,242,202325,Wesley Johnson,1610612747,Los Angeles Lakers,2,5,30,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,31,1,0
2,Shot Chart Detail,0021400003,267,202325,Wesley Johnson,1610612747,Los Angeles Lakers,2,3,7,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,6,1,1
3,Shot Chart Detail,0021400003,284,202325,Wesley Johnson,1610612747,Los Angeles Lakers,2,1,51,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-174,-10,1,0
4,Shot Chart Detail,0021400003,651,202325,Wesley Johnson,1610612747,Los Angeles Lakers,4,2,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,103,142,1,0
5,Shot Chart Detail,0021400003,682,202325,Wesley Johnson,1610612747,Los Angeles Lakers,4,0,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-147,170,1,1
6,Shot Chart Detail,0021400003,685,202325,Wesley Johnson,1610612747,Los Angeles Lakers,4,0,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-182,183,1,0
7,Shot Chart Detail,0021400013,38,202325,Wesley Johnson,1610612747,Los Angeles Lakers,1,7,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,170,80,1,0
8,Shot Chart Detail,0021400013,91,202325,Wesley Johnson,1610612747,Los Angeles Lakers,1,4,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-134,137,1,0
9,Shot Chart Detail,0021400013,129,202325,Wesley Johnson,1610612747,Los Angeles Lakers,1,0,19,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,29,112,1,0
