,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
0,Shot Chart Detail,0021400005,84,202388,Donald Sloan,1610612754,Indiana Pacers,1,3,14,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,78,183,1,1
1,Shot Chart Detail,0021400005,206,202388,Donald Sloan,1610612754,Indiana Pacers,2,6,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-111,190,1,0
2,Shot Chart Detail,0021400005,209,202388,Donald Sloan,1610612754,Indiana Pacers,2,6,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-190,181,1,0
3,Shot Chart Detail,0021400005,233,202388,Donald Sloan,1610612754,Indiana Pacers,2,4,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,36,14,1,1
4,Shot Chart Detail,0021400005,249,202388,Donald Sloan,1610612754,Indiana Pacers,2,2,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,155,138,1,0
5,Shot Chart Detail,0021400005,346,202388,Donald Sloan,1610612754,Indiana Pacers,3,7,6,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,7,1,0
6,Shot Chart Detail,0021400005,365,202388,Donald Sloan,1610612754,Indiana Pacers,3,5,44,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,-2,1,1
7,Shot Chart Detail,0021400005,386,202388,Donald Sloan,1610612754,Indiana Pacers,3,3,39,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,15,200,1,1
8,Shot Chart Detail,0021400005,401,202388,Donald Sloan,1610612754,Indiana Pacers,3,2,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,15,247,1,1
9,Shot Chart Detail,0021400005,415,202388,Donald Sloan,1610612754,Indiana Pacers,3,0,43,Missed Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,9,1,0
10,Shot Chart Detail,0021400005,419,202388,Donald Sloan,1610612754,Indiana Pacers,3,0,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,119,239,1,0
11,Shot Chart Detail,0021400005,564,202388,Donald Sloan,1610612754,Indiana Pacers,4,0,42,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,19,1,0
12,Shot Chart Detail,0021400005,566,202388,Donald Sloan,1610612754,Indiana Pacers,4,0,22,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,1,1,1
13,Shot Chart Detail,0021400021,23,202388,Donald Sloan,1610612754,Indiana Pacers,1,8,46,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,36,1,1
14,Shot Chart Detail,0021400021,53,202388,Donald Sloan,1610612754,Indiana Pacers,1,5,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,162,45,1,0
15,Shot Chart Detail,0021400021,74,202388,Donald Sloan,1610612754,Indiana Pacers,1,4,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,9,260,1,0
16,Shot Chart Detail,0021400021,112,202388,Donald Sloan,1610612754,Indiana Pacers,1,0,2,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-11,83,1,0
17,Shot Chart Detail,0021400021,192,202388,Donald Sloan,1610612754,Indiana Pacers,2,3,28,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-13,71,1,1
18,Shot Chart Detail,0021400021,201,202388,Donald Sloan,1610612754,Indiana Pacers,2,2,54,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,22,1,1
19,Shot Chart Detail,0021400021,229,202388,Donald Sloan,1610612754,Indiana Pacers,2,0,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,15,1,1
20,Shot Chart Detail,0021400021,284,202388,Donald Sloan,1610612754,Indiana Pacers,3,7,38,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,53,26,1,0
21,Shot Chart Detail,0021400021,410,202388,Donald Sloan,1610612754,Indiana Pacers,4,6,41,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,97,146,1,0
22,Shot Chart Detail,0021400021,445,202388,Donald Sloan,1610612754,Indiana Pacers,4,3,29,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-81,146,1,0
23,Shot Chart Detail,0021400021,469,202388,Donald Sloan,1610612754,Indiana Pacers,4,1,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-21,23,1,1
24,Shot Chart Detail,0021400032,17,202388,Donald Sloan,1610612754,Indiana Pacers,1,9,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,4,1,1
25,Shot Chart Detail,0021400032,30,202388,Donald Sloan,1610612754,Indiana Pacers,1,7,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-131,208,1,1
26,Shot Chart Detail,0021400032,114,202388,Donald Sloan,1610612754,Indiana Pacers,2,11,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-130,222,1,0
27,Shot Chart Detail,0021400032,199,202388,Donald Sloan,1610612754,Indiana Pacers,2,4,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-112,153,1,0
28,Shot Chart Detail,0021400032,252,202388,Donald Sloan,1610612754,Indiana Pacers,2,0,8,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,11,1,0
